disease,gene,score
158.0,4064.0,0.22
158.0,6746.0,0.12
158.0,1262.0,0.1
158.0,3863.0,0.26
158.0,1328.0,0.18
158.0,773.0,0.12
158.0,1334.0,0.26
158.0,4362.0,0.2
158.0,6331.0,0.14
158.0,3345.0,0.14
158.0,4666.0,0.14
158.0,2342.0,0.16
158.0,7966.0,0.22
158.0,3743.0,0.42
158.0,7726.0,0.1
158.0,7013.0,0.24
158.0,2569.0,0.16
158.0,1090.0,0.16
158.0,9125.0,0.26
158.0,317.0,0.16
158.0,1139.0,0.14
158.0,8608.0,0.16
158.0,676.0,0.3
158.0,8543.0,0.12
158.0,2205.0,0.26
158.0,1848.0,0.38
158.0,2757.0,0.18
158.0,5116.0,0.14
158.0,5027.0,0.12
158.0,4348.0,0.38
158.0,1221.0,0.18
158.0,6559.0,0.18
158.0,507.0,0.26
158.0,6131.0,0.16
158.0,6978.0,0.22
158.0,4604.0,0.14
158.0,6178.0,0.1
158.0,1507.0,0.2
158.0,1380.0,0.4
158.0,4393.0,0.16
158.0,1182.0,0.18
158.0,478.0,0.16
158.0,6555.0,0.22
158.0,4773.0,0.14
158.0,7030.0,0.14
158.0,665.0,0.12
158.0,8664.0,0.26
158.0,7175.0,0.3
158.0,2228.0,0.12
158.0,1428.0,0.18
158.0,6413.0,0.22
158.0,2164.0,0.12
158.0,4536.0,0.22
158.0,2419.0,0.14
158.0,483.0,0.2
158.0,2988.0,0.24
158.0,2051.0,0.16
158.0,981.0,0.14
158.0,6796.0,0.1
158.0,3217.0,0.12
158.0,2016.0,0.12
158.0,7857.0,0.3
158.0,6592.0,0.4
158.0,4417.0,0.32
158.0,4286.0,0.34
158.0,4830.0,0.12
158.0,2475.0,0.14
158.0,8142.0,0.36
158.0,7254.0,0.18
158.0,4015.0,0.14
158.0,4314.0,0.12
158.0,3516.0,0.28
158.0,4572.0,0.16
158.0,1699.0,0.3
158.0,5382.0,0.16
158.0,8721.0,0.12
158.0,8933.0,0.16
158.0,414.0,0.12
158.0,5858.0,0.14
158.0,9000.0,0.24
158.0,3588.0,0.28
158.0,7694.0,0.16
158.0,6677.0,0.12
158.0,6227.0,0.26
158.0,7731.0,0.16
158.0,329.0,0.12
158.0,8640.0,0.26
158.0,5497.0,0.14
158.0,5562.0,0.12
158.0,4964.0,0.3
158.0,8262.0,0.14
158.0,7200.0,0.12
158.0,3678.0,0.22
158.0,6619.0,0.1
158.0,5971.0,0.1
158.0,2197.0,0.5
158.0,625.0,0.2
158.0,4657.0,0.16
158.0,7959.0,0.2
158.0,7367.0,0.1
158.0,7273.0,0.14
158.0,4959.0,0.12
158.0,1512.0,0.2
158.0,5958.0,0.18
158.0,2902.0,0.22
158.0,7596.0,0.14
158.0,5129.0,0.2
158.0,8411.0,0.22
158.0,8326.0,0.14
158.0,5006.0,0.4
158.0,5707.0,0.34
158.0,7447.0,0.2
158.0,657.0,0.3
158.0,5845.0,0.12
158.0,7909.0,0.16
158.0,1727.0,0.1
158.0,4561.0,0.12
158.0,664.0,0.12
158.0,7809.0,0.1
158.0,8200.0,0.32
158.0,558.0,0.1
158.0,2654.0,0.12
158.0,1095.0,0.28
158.0,1686.0,0.16
158.0,4573.0,0.14
158.0,2655.0,0.24
158.0,3497.0,0.22
158.0,2657.0,0.28
158.0,140.0,0.1
158.0,4423.0,0.1
158.0,2613.0,0.18
158.0,183.0,0.16
158.0,2787.0,0.24
158.0,3404.0,0.2
158.0,3459.0,0.48
158.0,2894.0,0.16
158.0,7624.0,0.22
158.0,9130.0,0.34
158.0,6630.0,0.12
158.0,5822.0,0.12
158.0,5477.0,0.2
158.0,9223.0,0.22
158.0,249.0,0.14
158.0,8602.0,0.32
158.0,7269.0,0.12
158.0,7362.0,0.14
158.0,5123.0,0.22
158.0,7392.0,0.16
158.0,3897.0,0.12
158.0,8785.0,0.28
158.0,7874.0,0.22
158.0,3821.0,0.16
158.0,8454.0,0.18
158.0,5621.0,0.34
158.0,2975.0,0.18
158.0,7424.0,0.18
158.0,4084.0,0.1
158.0,5059.0,0.2
158.0,3236.0,0.2
158.0,2045.0,0.2
158.0,8623.0,0.18
158.0,4612.0,0.18
158.0,8892.0,0.18
158.0,3698.0,0.1
158.0,8503.0,0.18
158.0,6756.0,0.1
158.0,8941.0,0.14
158.0,1677.0,0.12
158.0,530.0,0.12
158.0,425.0,0.16
158.0,637.0,0.16
158.0,7256.0,0.1
158.0,7736.0,0.12
158.0,6581.0,0.14
158.0,2094.0,0.1
158.0,681.0,0.1
158.0,5842.0,0.24
158.0,5661.0,0.1
158.0,5094.0,0.14
158.0,5642.0,0.14
158.0,6089.0,0.16
158.0,1225.0,0.12
158.0,2182.0,0.12
158.0,157.0,0.52
158.0,4897.0,0.18
158.0,1177.0,0.22
158.0,7851.0,0.18
158.0,1668.0,0.2
158.0,6463.0,0.12
158.0,2204.0,0.34
158.0,6688.0,0.18
158.0,5256.0,0.1
158.0,8238.0,0.28
158.0,7647.0,0.42
158.0,3118.0,0.1
158.0,4452.0,0.26
158.0,8479.0,0.22
158.0,6434.0,0.14
158.0,6313.0,0.3
158.0,7193.0,0.14
158.0,4575.0,0.12
158.0,7748.0,0.1
158.0,3260.0,0.16
158.0,3732.0,0.22
158.0,4196.0,0.1
158.0,8121.0,0.16
158.0,8322.0,0.18
158.0,9058.0,0.24
158.0,4643.0,0.26
158.0,7765.0,0.24
158.0,6958.0,0.16
158.0,7334.0,0.32
158.0,8903.0,0.14
158.0,8832.0,0.22
158.0,3443.0,0.32
158.0,5626.0,0.38
158.0,5525.0,0.18
158.0,5827.0,0.16
158.0,5789.0,0.24
158.0,8684.0,0.22
158.0,3492.0,0.14
158.0,160.0,0.14
158.0,7591.0,0.3
158.0,3362.0,0.14
158.0,5378.0,0.12
158.0,8872.0,0.2
158.0,2532.0,0.3
158.0,6108.0,0.12
158.0,4763.0,0.18
158.0,4251.0,0.2
158.0,9202.0,0.22
158.0,814.0,0.16
158.0,3472.0,0.16
158.0,1605.0,0.22
158.0,2552.0,0.14
158.0,68.0,0.2
158.0,7159.0,0.36
158.0,4726.0,0.22
158.0,3482.0,0.14
158.0,1117.0,0.3
158.0,3285.0,0.46
158.0,6763.0,0.16
158.0,2736.0,0.18
158.0,4219.0,0.1
158.0,8323.0,0.12
158.0,6446.0,0.24
158.0,5982.0,0.12
158.0,5156.0,0.24
158.0,7847.0,0.1
158.0,8156.0,0.22
158.0,5264.0,0.1
158.0,3303.0,0.16
158.0,6308.0,0.12
158.0,4489.0,0.2
158.0,5790.0,0.1
158.0,4168.0,0.12
158.0,7403.0,0.16
158.0,1607.0,0.12
158.0,4376.0,0.3
158.0,523.0,0.22
158.0,3162.0,0.18
158.0,2264.0,0.12
158.0,8639.0,0.34
158.0,1659.0,0.26
158.0,6945.0,0.16
158.0,5112.0,0.2
158.0,1845.0,0.22
158.0,4227.0,0.28
158.0,1851.0,0.12
158.0,2355.0,0.12
158.0,636.0,0.12
158.0,8398.0,0.16
158.0,542.0,0.18
158.0,8871.0,0.22
158.0,111.0,0.12
158.0,4086.0,0.18
158.0,1689.0,0.18
158.0,8309.0,0.1
158.0,7162.0,0.12
210.0,3768.0,0.26
210.0,112.0,0.12
210.0,8478.0,0.22
210.0,6053.0,0.22
210.0,8553.0,0.16
210.0,7209.0,0.16
210.0,6579.0,0.32
210.0,9.0,0.16
210.0,265.0,0.18
210.0,1803.0,0.14
210.0,7494.0,0.12
210.0,3476.0,0.14
210.0,1239.0,0.18
210.0,714.0,0.24
210.0,6667.0,0.22
210.0,3540.0,0.14
210.0,4879.0,0.22
210.0,8032.0,0.12
210.0,1167.0,0.1
210.0,5762.0,0.22
210.0,7192.0,0.48
210.0,1337.0,0.28
210.0,5273.0,0.22
210.0,120.0,0.34
210.0,8656.0,0.24
210.0,6031.0,0.12
210.0,428.0,0.14
210.0,2462.0,0.22
210.0,8598.0,0.12
210.0,6679.0,0.18
210.0,3896.0,0.14
210.0,2593.0,0.18
210.0,9151.0,0.1
210.0,4064.0,0.2
210.0,3428.0,0.1
210.0,6746.0,0.12
210.0,1262.0,0.12
210.0,3863.0,0.26
210.0,1328.0,0.18
210.0,773.0,0.12
210.0,1334.0,0.26
210.0,4362.0,0.2
210.0,6331.0,0.14
210.0,3345.0,0.14
210.0,4666.0,0.14
210.0,2342.0,0.14
210.0,7966.0,0.22
210.0,3743.0,0.4
210.0,7726.0,0.12
210.0,7013.0,0.24
210.0,2569.0,0.16
210.0,1090.0,0.12
210.0,9125.0,0.26
210.0,317.0,0.18
210.0,710.0,0.1
210.0,1139.0,0.14
210.0,8608.0,0.12
210.0,676.0,0.3
210.0,2205.0,0.26
210.0,1848.0,0.38
210.0,2757.0,0.18
210.0,5116.0,0.16
210.0,7212.0,0.1
210.0,4348.0,0.36
210.0,1221.0,0.18
210.0,6559.0,0.18
210.0,507.0,0.28
210.0,6131.0,0.12
210.0,6978.0,0.22
210.0,4604.0,0.14
210.0,6178.0,0.1
210.0,1507.0,0.2
210.0,1380.0,0.4
210.0,4393.0,0.16
210.0,1182.0,0.18
210.0,478.0,0.16
210.0,6555.0,0.2
210.0,4773.0,0.14
210.0,7030.0,0.14
210.0,665.0,0.12
210.0,8664.0,0.26
210.0,7175.0,0.3
210.0,2228.0,0.1
210.0,1428.0,0.2
210.0,6413.0,0.22
210.0,2164.0,0.12
210.0,4536.0,0.22
210.0,2419.0,0.16
210.0,483.0,0.2
210.0,2988.0,0.22
210.0,2051.0,0.18
210.0,981.0,0.14
210.0,6796.0,0.1
210.0,3217.0,0.12
210.0,2016.0,0.12
210.0,7857.0,0.3
210.0,6592.0,0.4
210.0,4417.0,0.3
210.0,4286.0,0.34
210.0,4830.0,0.12
210.0,2475.0,0.14
210.0,8142.0,0.36
210.0,7254.0,0.18
210.0,4015.0,0.14
210.0,4314.0,0.12
210.0,3516.0,0.28
210.0,4572.0,0.16
210.0,1699.0,0.28
210.0,5382.0,0.16
210.0,8933.0,0.16
210.0,5858.0,0.16
210.0,9000.0,0.22
210.0,3588.0,0.28
210.0,7694.0,0.16
210.0,6677.0,0.12
210.0,6227.0,0.26
210.0,7731.0,0.16
210.0,329.0,0.14
210.0,8640.0,0.26
210.0,5497.0,0.14
210.0,5562.0,0.12
210.0,4964.0,0.3
210.0,8262.0,0.14
210.0,7200.0,0.12
210.0,3678.0,0.22
210.0,6619.0,0.12
210.0,5971.0,0.1
210.0,3609.0,0.1
210.0,2197.0,0.52
210.0,625.0,0.2
210.0,4657.0,0.16
210.0,7959.0,0.2
210.0,7367.0,0.1
210.0,7273.0,0.14
210.0,4959.0,0.12
210.0,1512.0,0.2
210.0,5958.0,0.18
210.0,2902.0,0.22
210.0,7596.0,0.12
210.0,5129.0,0.2
210.0,8411.0,0.2
210.0,8326.0,0.14
210.0,5006.0,0.4
210.0,5707.0,0.34
210.0,7447.0,0.2
210.0,657.0,0.3
210.0,5845.0,0.12
210.0,7909.0,0.16
210.0,1727.0,0.1
210.0,664.0,0.12
210.0,7809.0,0.1
210.0,8200.0,0.32
210.0,558.0,0.12
210.0,2654.0,0.14
210.0,1095.0,0.28
210.0,1686.0,0.16
210.0,4573.0,0.14
210.0,2655.0,0.24
210.0,3497.0,0.22
210.0,2657.0,0.28
210.0,4423.0,0.1
210.0,2613.0,0.2
210.0,183.0,0.16
210.0,2787.0,0.24
210.0,3404.0,0.2
210.0,3459.0,0.48
210.0,2894.0,0.18
210.0,1332.0,0.1
210.0,7624.0,0.22
210.0,9130.0,0.36
210.0,6630.0,0.12
210.0,5822.0,0.12
210.0,5477.0,0.2
210.0,9223.0,0.18
210.0,249.0,0.14
210.0,8602.0,0.3
210.0,7269.0,0.12
210.0,7362.0,0.14
210.0,5123.0,0.22
210.0,7392.0,0.16
210.0,3897.0,0.12
210.0,8785.0,0.28
210.0,7874.0,0.22
210.0,3821.0,0.16
210.0,8454.0,0.16
210.0,5621.0,0.34
210.0,2975.0,0.18
210.0,7424.0,0.18
210.0,4084.0,0.1
210.0,5059.0,0.22
210.0,3236.0,0.2
210.0,2045.0,0.2
210.0,8623.0,0.18
210.0,4612.0,0.16
210.0,8892.0,0.18
210.0,3698.0,0.1
210.0,8503.0,0.18
210.0,6756.0,0.12
210.0,8941.0,0.1
210.0,1677.0,0.12
210.0,530.0,0.12
210.0,425.0,0.16
210.0,637.0,0.16
210.0,7256.0,0.12
210.0,7736.0,0.12
210.0,6581.0,0.14
210.0,2094.0,0.12
210.0,681.0,0.1
210.0,5842.0,0.24
210.0,5661.0,0.1
210.0,5094.0,0.16
210.0,5642.0,0.14
210.0,6089.0,0.18
210.0,1225.0,0.12
210.0,2182.0,0.12
210.0,157.0,0.52
210.0,4897.0,0.2
210.0,1177.0,0.24
210.0,7851.0,0.18
210.0,1668.0,0.2
210.0,6463.0,0.12
210.0,2204.0,0.34
210.0,6688.0,0.18
210.0,5256.0,0.1
210.0,8238.0,0.28
210.0,7647.0,0.4
210.0,3118.0,0.1
210.0,4452.0,0.26
210.0,8479.0,0.22
210.0,6434.0,0.14
210.0,6313.0,0.32
210.0,7193.0,0.14
210.0,5757.0,0.1
210.0,4575.0,0.12
210.0,7748.0,0.1
210.0,3260.0,0.16
210.0,3732.0,0.22
210.0,4196.0,0.12
210.0,8121.0,0.16
210.0,8322.0,0.2
210.0,9058.0,0.24
210.0,4643.0,0.28
210.0,7765.0,0.24
210.0,6958.0,0.16
210.0,7334.0,0.32
210.0,8903.0,0.14
210.0,8832.0,0.22
210.0,3443.0,0.32
210.0,5626.0,0.38
210.0,5525.0,0.18
210.0,5827.0,0.16
210.0,5789.0,0.22
210.0,8684.0,0.22
210.0,3492.0,0.14
210.0,160.0,0.14
210.0,7591.0,0.28
210.0,3362.0,0.14
210.0,5378.0,0.12
210.0,8872.0,0.2
210.0,2532.0,0.3
210.0,6108.0,0.1
210.0,4763.0,0.16
210.0,4251.0,0.16
210.0,9202.0,0.22
210.0,814.0,0.16
210.0,3472.0,0.18
210.0,1605.0,0.22
210.0,2552.0,0.14
210.0,68.0,0.2
210.0,7159.0,0.36
210.0,4726.0,0.22
210.0,3482.0,0.14
210.0,1117.0,0.3
210.0,3285.0,0.46
210.0,6763.0,0.16
210.0,2736.0,0.18
210.0,4219.0,0.1
210.0,8323.0,0.12
210.0,6446.0,0.24
210.0,5982.0,0.12
210.0,5156.0,0.26
210.0,7847.0,0.1
210.0,8156.0,0.22
210.0,5264.0,0.1
210.0,3303.0,0.16
210.0,6308.0,0.12
210.0,4489.0,0.22
210.0,5790.0,0.1
210.0,4168.0,0.12
210.0,7403.0,0.16
210.0,4376.0,0.3
210.0,523.0,0.22
210.0,3162.0,0.18
210.0,2264.0,0.12
210.0,8639.0,0.34
210.0,1659.0,0.26
210.0,6945.0,0.14
210.0,5112.0,0.2
210.0,1845.0,0.24
210.0,4227.0,0.28
210.0,1851.0,0.12
210.0,2355.0,0.12
210.0,636.0,0.12
210.0,8398.0,0.16
210.0,542.0,0.18
210.0,8871.0,0.22
210.0,111.0,0.12
210.0,4086.0,0.18
210.0,1689.0,0.2
210.0,7162.0,0.12
173.0,3075.0,0.16
173.0,4944.0,0.26
173.0,8285.0,0.32
173.0,3816.0,0.18
173.0,8478.0,0.14
173.0,6053.0,0.36
173.0,6579.0,0.32
173.0,5979.0,0.16
173.0,8232.0,0.26
173.0,3559.0,0.12
173.0,265.0,0.2
173.0,4050.0,0.22
173.0,2764.0,0.14
173.0,5146.0,0.12
173.0,5745.0,0.16
173.0,5869.0,0.16
173.0,3476.0,0.32
173.0,1909.0,0.14
173.0,1239.0,0.2
173.0,906.0,0.1
173.0,8644.0,0.24
173.0,6667.0,0.14
173.0,508.0,0.22
173.0,489.0,0.4
173.0,4879.0,0.34
173.0,3724.0,0.24
173.0,1109.0,0.12
173.0,8625.0,0.2
173.0,8247.0,0.28
173.0,7192.0,0.52
173.0,8126.0,0.18
173.0,1337.0,0.26
173.0,8020.0,0.16
173.0,2203.0,0.2
173.0,5252.0,0.1
173.0,2933.0,0.14
173.0,5416.0,0.28
173.0,120.0,0.34
173.0,6031.0,0.14
173.0,2462.0,0.2
173.0,2398.0,0.12
173.0,5363.0,0.2
173.0,4295.0,0.22
173.0,327.0,0.12
173.0,4494.0,0.2
173.0,8744.0,0.1
173.0,3009.0,0.14
173.0,8598.0,0.38
173.0,1067.0,0.12
173.0,8091.0,0.26
173.0,2747.0,0.28
173.0,5965.0,0.16
173.0,3466.0,0.18
173.0,5061.0,0.16
173.0,2506.0,0.12
173.0,2973.0,0.2
173.0,3148.0,0.34
173.0,8446.0,0.24
173.0,1046.0,0.1
173.0,8512.0,0.12
173.0,4064.0,0.26
173.0,3499.0,0.28
173.0,773.0,0.16
173.0,4292.0,0.14
173.0,678.0,0.2
173.0,3584.0,0.14
173.0,3507.0,0.2
173.0,7216.0,0.22
173.0,5103.0,0.2
173.0,2342.0,0.14
173.0,4905.0,0.14
173.0,8229.0,0.24
173.0,6301.0,0.12
173.0,3743.0,0.56
173.0,181.0,0.26
173.0,2569.0,0.28
173.0,5421.0,0.12
173.0,4294.0,0.24
173.0,6755.0,0.14
173.0,5587.0,0.22
173.0,676.0,0.22
173.0,7910.0,0.18
173.0,3133.0,0.32
173.0,7796.0,0.12
173.0,2205.0,0.34
173.0,943.0,0.22
173.0,332.0,0.18
173.0,2123.0,0.3
173.0,1038.0,0.16
173.0,4803.0,0.18
173.0,7614.0,0.24
173.0,7212.0,0.1
173.0,2446.0,0.14
173.0,1058.0,0.18
173.0,9071.0,0.24
173.0,4348.0,0.62
173.0,6827.0,0.1
173.0,919.0,0.16
173.0,1221.0,0.28
173.0,1710.0,0.12
173.0,1926.0,0.2
173.0,8763.0,0.4
173.0,8223.0,0.12
173.0,5390.0,0.12
173.0,6131.0,0.24
173.0,6020.0,0.22
173.0,6978.0,0.16
173.0,7300.0,0.1
173.0,7866.0,0.1
173.0,6178.0,0.32
173.0,6835.0,0.2
173.0,1380.0,0.22
173.0,8784.0,0.12
173.0,478.0,0.22
173.0,2773.0,0.12
173.0,6555.0,0.2
173.0,1894.0,0.14
173.0,8430.0,0.12
173.0,4156.0,0.1
173.0,2459.0,0.2
173.0,6620.0,0.16
173.0,2925.0,0.12
173.0,7175.0,0.26
173.0,6859.0,0.12
173.0,2228.0,0.2
173.0,6030.0,0.12
173.0,6527.0,0.14
173.0,7155.0,0.14
173.0,6413.0,0.28
173.0,903.0,0.16
173.0,8708.0,0.12
173.0,2988.0,0.16
173.0,4484.0,0.18
173.0,4682.0,0.24
173.0,2869.0,0.22
173.0,2016.0,0.12
173.0,7973.0,0.16
173.0,7857.0,0.2
173.0,6592.0,0.74
173.0,4417.0,0.54
173.0,4286.0,0.32
173.0,9176.0,0.12
173.0,4830.0,0.18
173.0,129.0,0.2
173.0,2519.0,0.14
173.0,279.0,0.24
173.0,8142.0,0.36
173.0,295.0,0.12
173.0,1870.0,0.18
173.0,3084.0,0.12
173.0,6683.0,0.2
173.0,6400.0,0.12
173.0,1699.0,0.34
173.0,6319.0,0.12
173.0,5382.0,0.24
173.0,7242.0,0.14
173.0,8721.0,0.16
173.0,8184.0,0.18
173.0,1717.0,0.14
173.0,414.0,0.3
173.0,2458.0,0.14
173.0,1661.0,0.24
173.0,6001.0,0.12
173.0,5188.0,0.2
173.0,6221.0,0.16
173.0,2834.0,0.12
173.0,439.0,0.12
173.0,1005.0,0.14
173.0,5942.0,0.24
173.0,3588.0,0.22
173.0,8135.0,0.12
173.0,8005.0,0.12
173.0,1495.0,0.22
173.0,6227.0,0.36
173.0,6412.0,0.16
173.0,8640.0,0.22
173.0,8449.0,0.16
173.0,5462.0,0.18
173.0,5334.0,0.16
173.0,8279.0,0.2
173.0,5562.0,0.24
173.0,5447.0,0.12
173.0,3355.0,0.14
173.0,4964.0,0.3
173.0,6826.0,0.16
173.0,4691.0,0.2
173.0,3678.0,0.26
173.0,6619.0,0.24
173.0,877.0,0.14
173.0,3518.0,0.2
173.0,3981.0,0.16
173.0,1223.0,0.12
173.0,651.0,0.28
173.0,7123.0,0.26
173.0,24.0,0.12
173.0,984.0,0.14
173.0,7682.0,0.1
173.0,3318.0,0.18
173.0,5799.0,0.14
173.0,3622.0,0.16
173.0,2840.0,0.18
173.0,169.0,0.1
173.0,1086.0,0.26
173.0,7576.0,0.16
173.0,4373.0,0.2
173.0,2728.0,0.1
173.0,5004.0,0.3
173.0,2699.0,0.2
173.0,7959.0,0.2
173.0,4068.0,0.14
173.0,7367.0,0.18
173.0,623.0,0.14
173.0,1412.0,0.14
173.0,5613.0,0.12
173.0,1794.0,0.18
173.0,3949.0,0.1
173.0,8467.0,0.18
173.0,717.0,0.2
173.0,7920.0,0.18
173.0,2201.0,0.16
173.0,7263.0,0.3
173.0,1512.0,0.18
173.0,9042.0,0.12
173.0,1901.0,0.16
173.0,6604.0,0.14
173.0,2902.0,0.2
173.0,5490.0,0.22
173.0,7596.0,0.26
173.0,5129.0,0.12
173.0,8411.0,0.12
173.0,1264.0,0.12
173.0,1550.0,0.14
173.0,8326.0,0.2
173.0,5006.0,0.42
173.0,62.0,0.18
173.0,657.0,0.34
173.0,5845.0,0.18
173.0,3733.0,0.1
173.0,5484.0,0.26
173.0,4937.0,0.1
173.0,1727.0,0.22
173.0,6012.0,0.16
173.0,2994.0,0.26
173.0,4561.0,0.22
173.0,3735.0,0.14
173.0,7809.0,0.12
173.0,8200.0,0.4
173.0,1095.0,0.18
173.0,5046.0,0.12
173.0,4510.0,0.2
173.0,4375.0,0.1
173.0,2655.0,0.12
173.0,2657.0,0.34
173.0,2268.0,0.18
173.0,7452.0,0.12
173.0,140.0,0.16
173.0,9041.0,0.2
173.0,8035.0,0.2
173.0,1995.0,0.16
173.0,9232.0,0.14
173.0,4874.0,0.22
173.0,2843.0,0.12
173.0,750.0,0.2
173.0,5521.0,0.12
173.0,6033.0,0.18
173.0,7050.0,0.12
173.0,3459.0,0.34
173.0,4155.0,0.14
173.0,3548.0,0.16
173.0,2894.0,0.24
173.0,7624.0,0.12
173.0,4113.0,0.18
173.0,778.0,0.14
173.0,1680.0,0.46
173.0,6476.0,0.16
173.0,3697.0,0.1
173.0,4627.0,0.14
173.0,3095.0,0.18
173.0,5996.0,0.1
173.0,8774.0,0.14
173.0,2791.0,0.26
173.0,8318.0,0.14
173.0,8679.0,0.12
173.0,4565.0,0.14
173.0,9223.0,0.2
173.0,249.0,0.24
173.0,2897.0,0.1
173.0,8602.0,0.22
173.0,7269.0,0.12
173.0,4411.0,0.2
173.0,8951.0,0.18
173.0,5230.0,0.12
173.0,3813.0,0.1
173.0,1615.0,0.18
173.0,8627.0,0.32
173.0,8785.0,0.28
173.0,3988.0,0.14
173.0,3821.0,0.3
173.0,2936.0,0.18
173.0,8454.0,0.38
173.0,5621.0,0.6
173.0,192.0,0.2
173.0,2105.0,0.16
173.0,5111.0,0.6
173.0,5059.0,0.2
173.0,2403.0,0.1
173.0,2362.0,0.18
173.0,3219.0,0.16
173.0,7321.0,0.12
173.0,8623.0,0.1
173.0,8958.0,0.12
173.0,476.0,0.14
173.0,4612.0,0.2
173.0,309.0,0.14
173.0,4107.0,0.12
173.0,6888.0,0.2
173.0,5048.0,0.12
173.0,3491.0,0.2
173.0,1665.0,0.18
173.0,8941.0,0.24
173.0,3425.0,0.2
173.0,1677.0,0.32
173.0,3324.0,0.14
173.0,425.0,0.22
173.0,7256.0,0.32
173.0,6581.0,0.2
173.0,7838.0,0.14
173.0,9032.0,0.1
173.0,2570.0,0.1
173.0,2094.0,0.16
173.0,681.0,0.16
173.0,5842.0,0.3
173.0,1818.0,0.14
173.0,6440.0,0.14
173.0,5642.0,0.16
173.0,1935.0,0.18
173.0,6089.0,0.16
173.0,3392.0,0.1
173.0,6686.0,0.12
173.0,3842.0,0.1
173.0,4498.0,0.12
173.0,157.0,0.16
173.0,8498.0,0.14
173.0,4897.0,0.18
173.0,6215.0,0.16
173.0,3310.0,0.12
173.0,6747.0,0.1
173.0,8026.0,0.12
173.0,2204.0,0.36
173.0,492.0,0.2
173.0,6688.0,0.3
173.0,1899.0,0.34
173.0,5256.0,0.12
173.0,2789.0,0.14
173.0,7647.0,0.34
173.0,8984.0,0.12
173.0,9060.0,0.64
173.0,2535.0,0.12
173.0,7193.0,0.2
173.0,8372.0,0.12
173.0,5754.0,0.18
173.0,6956.0,0.16
173.0,7784.0,0.22
173.0,8322.0,0.14
173.0,5571.0,0.2
173.0,4643.0,0.38
173.0,7765.0,0.4
173.0,7334.0,0.36
173.0,3585.0,0.26
173.0,680.0,0.16
173.0,8018.0,0.14
173.0,7992.0,0.12
173.0,3830.0,0.2
173.0,8832.0,0.18
173.0,5632.0,0.3
173.0,2663.0,0.18
173.0,1759.0,0.2
173.0,9106.0,0.12
173.0,4982.0,0.14
173.0,4437.0,0.16
173.0,1281.0,0.12
173.0,4073.0,0.16
173.0,3781.0,0.24
173.0,5827.0,0.22
173.0,1363.0,0.14
173.0,3207.0,0.18
173.0,7444.0,0.16
173.0,5698.0,0.12
173.0,9035.0,0.18
173.0,5789.0,0.14
173.0,8684.0,0.38
173.0,6676.0,0.14
173.0,2953.0,0.2
173.0,3362.0,0.12
173.0,3916.0,0.12
173.0,7789.0,0.16
173.0,2607.0,0.12
173.0,2532.0,0.42
173.0,5533.0,0.1
173.0,6108.0,0.24
173.0,3090.0,0.2
173.0,2793.0,0.12
173.0,3321.0,0.14
173.0,5901.0,0.16
173.0,400.0,0.12
173.0,9202.0,0.22
173.0,335.0,0.1
173.0,2884.0,0.1
173.0,6700.0,0.14
173.0,3072.0,0.14
173.0,4737.0,0.2
173.0,3599.0,0.16
173.0,5504.0,0.14
173.0,7159.0,0.2
173.0,3482.0,0.14
173.0,1354.0,0.24
173.0,5729.0,0.1
173.0,3285.0,0.4
173.0,6763.0,0.14
173.0,345.0,0.2
173.0,6446.0,0.16
173.0,1460.0,0.16
173.0,5982.0,0.22
173.0,3947.0,0.22
173.0,6828.0,0.2
173.0,5274.0,0.18
173.0,3303.0,0.14
173.0,4168.0,0.14
173.0,6368.0,0.3
173.0,5330.0,0.16
173.0,1607.0,0.24
173.0,2258.0,0.1
173.0,4376.0,0.38
173.0,3522.0,0.12
173.0,5847.0,0.12
173.0,6512.0,0.14
173.0,4439.0,0.12
173.0,523.0,0.34
173.0,3162.0,0.28
173.0,7719.0,0.18
173.0,7843.0,0.2
173.0,5349.0,0.1
173.0,993.0,0.14
173.0,6905.0,0.18
173.0,8639.0,0.48
173.0,176.0,0.1
173.0,1659.0,0.28
173.0,1205.0,0.12
173.0,4826.0,0.12
173.0,2026.0,0.2
173.0,4020.0,0.14
173.0,2037.0,0.22
173.0,4951.0,0.14
173.0,3049.0,0.12
173.0,6945.0,0.16
173.0,1654.0,0.1
173.0,4186.0,0.12
173.0,5112.0,0.18
173.0,4227.0,0.18
173.0,9059.0,0.12
173.0,111.0,0.22
173.0,4877.0,0.12
173.0,2074.0,0.22
173.0,7987.0,0.12
173.0,6842.0,0.12
173.0,2679.0,0.18
173.0,8309.0,0.5
270.0,3075.0,0.14
270.0,8285.0,0.16
270.0,3816.0,0.28
270.0,2696.0,0.12
270.0,3399.0,0.22
270.0,8424.0,0.12
270.0,6579.0,0.34
270.0,1373.0,0.16
270.0,5146.0,0.12
270.0,7128.0,0.18
270.0,8125.0,0.12
270.0,6667.0,0.14
270.0,508.0,0.24
270.0,4879.0,0.2
270.0,5694.0,0.12
270.0,7192.0,0.58
270.0,3521.0,0.2
270.0,2203.0,0.24
270.0,2313.0,0.12
270.0,5516.0,0.14
270.0,5449.0,0.14
270.0,6865.0,0.12
270.0,448.0,0.26
270.0,120.0,0.2
270.0,2462.0,0.12
270.0,8665.0,0.16
270.0,3106.0,0.16
270.0,7279.0,0.2
270.0,8598.0,0.38
